date,time,subject,blocknum,blockcode,trialnum,trialcode,response,correct,latency,stimulus1
3/19/24,16:35:33,018,5,test_nc1,51,blank8,0,0,1376,0
3/19/24,16:35:33,018,5,test_nc1,52,numb_comp1,30,0,1110,6841            6851
3/19/24,16:35:33,018,5,test_nc1,53,blank1,0,0,553,0
3/19/24,16:35:33,018,5,test_nc1,54,numb_comp1,30,0,1962,951448201163            951448201173
3/19/24,16:35:33,018,5,test_nc1,55,blank4,0,0,906,0
3/19/24,16:35:33,018,5,test_nc1,56,numb_comp1,38,0,1020,8662            8662
3/19/24,16:35:33,018,5,test_nc1,57,blank10,0,0,1612,0
3/19/24,16:35:33,018,5,test_nc1,58,numb_comp1,38,0,1543,851            851
3/19/24,16:35:33,018,5,test_nc1,59,blank8,0,0,1376,0
3/19/24,16:35:33,018,5,test_nc1,60,numb_comp1,30,0,1639,63032049608            63020949608
3/19/24,16:35:33,018,5,test_nc1,61,blank3,0,0,788,0
3/19/24,16:35:33,018,5,test_nc1,62,numb_comp1,38,0,1363,7379311            7379311
3/19/24,16:35:33,018,5,test_nc1,63,blank7,0,0,1259,0
3/19/24,16:35:33,018,5,test_nc1,64,numb_comp1,30,0,1470,996663            996553
3/19/24,16:35:33,018,5,test_nc1,65,blank2,0,0,671,0
3/19/24,16:35:33,018,5,test_nc1,66,numb_comp1,30,0,1702,21153530            21153420
3/19/24,16:35:33,018,5,test_nc1,67,blank7,0,0,1259,0
3/19/24,16:35:33,018,5,test_nc1,68,numb_comp1,38,0,803,9013            9013
3/19/24,16:35:33,018,5,test_nc1,69,blank9,0,0,1494,0
3/19/24,16:35:33,018,5,test_nc1,70,numb_comp1,38,0,2469,92389075844            92389075844
3/19/24,16:35:33,018,5,test_nc1,71,blank2,0,0,671,0
3/19/24,16:35:33,018,5,test_nc1,72,numb_comp1,30,0,1163,6318            6418
3/19/24,16:35:33,018,5,test_nc1,73,blank6,0,0,1141,0
3/19/24,16:35:33,018,5,test_nc1,74,numb_comp1,38,0,1364,62056            62056
3/19/24,16:35:33,018,5,test_nc1,75,blank7,0,0,1259,0
3/19/24,16:35:33,018,5,test_nc1,76,numb_comp1,30,0,1304,168659794            168660904
3/19/24,16:35:33,018,5,test_nc1,77,blank5,0,0,1024,0
3/19/24,16:35:33,018,5,test_nc1,78,numb_comp1,38,0,1560,658697            658697
3/19/24,16:35:33,018,5,test_nc1,79,blank5,0,0,1024,0
3/19/24,16:35:33,018,5,test_nc1,80,numb_comp1,38,0,4509,2243565304            2243565304
3/19/24,16:35:33,018,6,test_nc2,1,blank_1st,0,0,1500,0
3/19/24,16:35:33,018,6,test_nc2,2,numb_comp2,30,0,2190,610459            611559
3/19/24,16:35:33,018,6,test_nc2,3,blank9,0,0,1494,0
3/19/24,16:35:33,018,6,test_nc2,4,numb_comp2,38,0,2117,75538            75538
3/19/24,16:35:33,018,6,test_nc2,5,blank2,0,0,671,0
3/19/24,16:35:33,018,6,test_nc2,6,numb_comp2,38,0,1209,2089            2089
3/19/24,16:35:33,018,6,test_nc2,7,blank2,0,0,671,0
3/19/24,16:35:33,018,6,test_nc2,8,numb_comp2,38,0,1253,155121            155121
3/19/24,16:35:33,018,6,test_nc2,9,blank6,0,0,1141,0
3/19/24,16:35:33,018,6,test_nc2,10,numb_comp2,38,0,1305,1981094            1981094
3/19/24,16:35:33,018,6,test_nc2,11,blank3,0,0,788,0
3/19/24,16:35:33,018,6,test_nc2,12,numb_comp2,30,0,1355,69960347            69960457
3/19/24,16:35:33,018,6,test_nc2,13,blank10,0,0,1612,0
3/19/24,16:35:33,018,6,test_nc2,14,numb_comp2,30,0,1728,29792117073            29792105973
3/19/24,16:35:33,018,6,test_nc2,15,blank5,0,0,1024,0
3/19/24,16:35:33,018,6,test_nc2,16,numb_comp2,38,0,1095,278233            278233
3/19/24,16:35:33,018,6,test_nc2,17,blank5,0,0,1024,0
3/19/24,16:35:33,018,6,test_nc2,18,numb_comp2,30,0,984,24068            24168
3/19/24,16:35:33,018,6,test_nc2,19,blank1,0,0,553,0
3/19/24,16:35:33,018,6,test_nc2,20,numb_comp2,38,0,2257,4215469941            4215469941
3/19/24,16:35:33,018,6,test_nc2,21,blank10,0,0,1612,0
3/19/24,16:35:33,018,6,test_nc2,22,numb_comp2,38,0,4832,897529167144            897529167144
3/19/24,16:35:33,018,6,test_nc2,23,blank8,0,0,1376,0
3/19/24,16:35:33,018,6,test_nc2,24,numb_comp2,38,0,3269,391317180            391317180
3/19/24,16:35:33,018,6,test_nc2,25,blank8,0,0,1376,0
3/19/24,16:35:33,018,6,test_nc2,26,numb_comp2,30,0,907,696            695
3/19/24,16:35:33,018,6,test_nc2,27,blank4,0,0,906,0
3/19/24,16:35:33,018,6,test_nc2,28,numb_comp2,30,0,2193,9450584455            9461684455
3/19/24,16:35:33,018,6,test_nc2,29,blank1,0,0,553,0
3/19/24,16:35:33,018,6,test_nc2,30,numb_comp2,30,0,2184,619165564            619164454
3/19/24,16:35:33,018,6,test_nc2,31,blank4,0,0,906,0
3/19/24,16:35:33,018,6,test_nc2,32,numb_comp2,38,0,3464,762115347            762115347
3/19/24,16:35:33,018,6,test_nc2,33,blank9,0,0,1494,0
3/19/24,16:35:33,018,6,test_nc2,34,numb_comp2,30,0,1377,8197739            8197849
3/19/24,16:35:33,018,6,test_nc2,35,blank4,0,0,906,0
3/19/24,16:35:33,018,6,test_nc2,36,numb_comp2,38,0,1267,92739            92739
3/19/24,16:35:33,018,6,test_nc2,37,blank6,0,0,1141,0
3/19/24,16:35:33,018,6,test_nc2,38,numb_comp2,30,0,1503,55824            55834
3/19/24,16:35:33,018,6,test_nc2,39,blank1,0,0,553,0
3/19/24,16:35:33,018,6,test_nc2,40,numb_comp2,38,0,2699,6168121946            6168121946
3/19/24,16:35:33,018,6,test_nc2,41,blank10,0,0,1612,0
3/19/24,16:35:33,018,6,test_nc2,42,numb_comp2,30,0,928,1048            1038
3/19/24,16:35:33,018,6,test_nc2,43,blank7,0,0,1259,0
3/19/24,16:35:33,018,6,test_nc2,44,numb_comp2,38,0,3599,16761296358            16761296358
3/19/24,16:35:33,018,6,test_nc2,45,blank7,0,0,1259,0
3/19/24,16:35:33,018,6,test_nc2,46,numb_comp2,30,0,2580,628605363062            628605473062
3/19/24,16:35:33,018,6,test_nc2,47,blank1,0,0,553,0
3/19/24,16:35:33,018,6,test_nc2,48,numb_comp2,30,0,2498,657973458            657962358
3/19/24,16:35:33,018,6,test_nc2,49,blank6,0,0,1141,0
3/19/24,16:35:33,018,6,test_nc2,50,numb_comp2,38,0,3147,74246568316            74246568316
3/19/24,16:35:33,018,6,test_nc2,51,blank9,0,0,1494,0
3/19/24,16:35:33,018,6,test_nc2,52,numb_comp2,38,0,1075,482            482
3/19/24,16:35:33,018,6,test_nc2,53,blank2,0,0,671,0
3/19/24,16:35:33,018,6,test_nc2,54,numb_comp2,30,0,2643,904679492412            904679492402
3/19/24,16:35:33,018,6,test_nc2,55,blank8,0,0,1376,0
3/19/24,16:35:33,018,6,test_nc2,56,numb_comp2,38,0,1901,18676209            18676209
3/19/24,16:35:33,018,6,test_nc2,57,blank5,0,0,1024,0
3/19/24,16:35:33,018,6,test_nc2,58,numb_comp2,30,0,1570,87791454            87792554
3/19/24,16:35:33,018,6,test_nc2,59,blank6,0,0,1141,0
3/19/24,16:35:33,018,6,test_nc2,60,numb_comp2,38,0,970,146            146
3/19/24,16:35:33,018,6,test_nc2,61,blank3,0,0,788,0
3/19/24,16:35:33,018,6,test_nc2,62,numb_comp2,30,0,1010,444008            444118
3/19/24,16:35:33,018,6,test_nc2,63,blank3,0,0,788,0
3/19/24,16:35:33,018,6,test_nc2,64,numb_comp2,38,0,3281,22308208            22308208
3/19/24,16:35:33,018,6,test_nc2,65,blank8,0,0,1376,0
3/19/24,16:35:33,018,6,test_nc2,66,numb_comp2,38,0,1552,4334416            4334416
3/19/24,16:35:33,018,6,test_nc2,67,blank4,0,0,906,0
3/19/24,16:35:33,018,6,test_nc2,68,numb_comp2,30,0,1834,7648791            7649891
3/19/24,16:35:33,018,6,test_nc2,69,blank7,0,0,1259,0
3/19/24,16:35:33,018,6,test_nc2,70,numb_comp2,30,0,794,802            801
3/19/24,16:35:33,018,6,test_nc2,71,blank7,0,0,1259,0
3/19/24,16:35:33,018,6,test_nc2,72,numb_comp2,30,0,1045,3980            3880
3/19/24,16:35:33,018,6,test_nc2,73,blank2,0,0,671,0
3/19/24,16:35:33,018,6,test_nc2,74,numb_comp2,30,0,3495,6875766673            6876876673
3/19/24,16:35:33,018,6,test_nc2,75,blank3,0,0,788,0
3/19/24,16:35:33,018,6,test_nc2,76,numb_comp2,38,0,1541,7321            7321
3/19/24,16:35:33,018,6,test_nc2,77,blank5,0,0,1024,0
3/19/24,16:35:33,018,6,test_nc2,78,numb_comp2,30,0,2395,58891903224            59002903224
3/19/24,16:35:33,018,6,test_nc2,79,blank10,0,0,1612,0
3/19/24,16:35:33,018,6,test_nc2,80,numb_comp2,38,0,4445,656607640290            656607640290
3/19/24,16:35:33,018,7,SMf1_Abr,1,SMf_Abr12,SMf_Pos3,0,6349,
3/19/24,16:35:33,018,7,SMf1_Abr,2,SMf_Abr2,SMf_Pos11,1,4419,
3/19/24,16:35:33,018,7,SMf1_Abr,3,SMf_Abr4,c11,1,8321,b
3/19/24,16:35:33,018,7,SMf1_Abr,4,SMf_Abr3,k14,1,2051,b
3/19/24,16:35:33,018,7,SMf1_Abr,5,SMf_Abr8,SMf_Pos4,0,2933,
3/19/24,16:35:33,018,7,SMf1_Abr,6,SMf_Abr6,d12,0,8363,b
3/19/24,16:35:33,018,7,SMf1_Abr,7,SMf_Abr1,b10,1,3675,b
3/19/24,16:35:33,018,7,SMf1_Abr,8,SMf_Abr10,SMf_Pos9,0,2161,
3/19/24,16:35:33,018,7,SMf1_Abr,9,SMf_Abr11,SMf_Pos12,1,2918,
3/19/24,16:35:33,018,7,SMf1_Abr,10,SMf_Abr9,x20,0,2541,b
3/19/24,16:35:33,018,7,SMf1_Abr,11,SMf_Abr7,t18,0,2706,b
3/19/24,16:35:33,018,7,SMf1_Abr,12,SMf_Abr5,SMf_Pos8,1,5201,
3/20/24,16:26:32,004,1,SMf1Practice,1,achtung,0,0,1700,Attention!
3/20/24,16:26:32,004,1,SMf1Practice,2,SMf1_P_T1,0,0,2800,a
3/20/24,16:26:32,004,1,SMf1Practice,3,SMf1_P_T2,0,0,2800,i
3/20/24,16:26:32,004,1,SMf1Practice,4,SMf1_P_T3,0,0,2800,u
3/20/24,16:26:32,004,2,SMf1Practice_Abr,1,SMf1_P_Abr1,SMf_Pos9,1,2163,
3/20/24,16:26:32,004,2,SMf1Practice_Abr,2,SMf1_P_Abr2,i12,1,2379,u
3/20/24,16:26:32,004,2,SMf1Practice_Abr,3,SMf1_P_Abr3,SMf_Pos12,1,2026,
3/20/24,16:26:32,004,3,SMf1,1,achtung,0,0,1700,Attention!
3/20/24,16:26:32,004,3,SMf1,2,SMf1_T1,0,0,2800,b
3/20/24,16:26:32,004,3,SMf1,3,SMf1_T2,0,0,2800,m
3/20/24,16:26:32,004,3,SMf1,4,SMf1_T3,0,0,2800,k
3/20/24,16:26:32,004,3,SMf1,5,SMf1_T4,0,0,2800,c
3/20/24,16:26:32,004,3,SMf1,6,SMf1_T5,0,0,2800,y
3/20/24,16:26:32,004,3,SMf1,7,SMf1_T6,0,0,2800,h
3/20/24,16:26:32,004,3,SMf1,8,SMf1_T7,0,0,2800,x
3/20/24,16:26:32,004,3,SMf1,9,SMf1_T8,0,0,2800,p
3/20/24,16:26:32,004,3,SMf1,10,SMf1_T9,0,0,2800,t
3/20/24,16:26:32,004,3,SMf1,11,SMf1_T10,0,0,2800,d
3/20/24,16:26:32,004,3,SMf1,12,SMf1_T11,0,0,2800,q
3/20/24,16:26:32,004,3,SMf1,13,SMf1_T12,0,0,2800,v
3/20/24,16:26:32,004,4,prac_nc,1,blank_1st,0,0,1500,0
3/20/24,16:26:32,004,4,prac_nc,2,pract_nc_correct,38,1,4697,659            659
3/20/24,16:26:32,004,4,prac_nc,3,blank7,0,0,1259,0
3/20/24,16:26:32,004,4,prac_nc,4,pract_nc_incorrect,30,1,3997,73845            73855
3/20/24,16:26:32,004,4,prac_nc,5,blank10,0,0,1612,0
3/20/24,16:26:32,004,4,prac_nc,6,pract_nc_incorrect,30,1,1736,658331            656331
3/20/24,16:26:32,004,4,prac_nc,7,blank8,0,0,1376,0
3/20/24,16:26:32,004,4,prac_nc,8,pract_nc_correct,38,1,917,438            438
3/20/24,16:26:32,004,4,prac_nc,9,blank6,0,0,1141,0
3/20/24,16:26:32,004,4,prac_nc,10,pract_nc_correct,38,1,1039,1624            1624
3/20/24,16:26:32,004,4,prac_nc,11,blank4,0,0,906,0
3/20/24,16:26:32,004,4,prac_nc,12,pract_nc_incorrect,30,1,1757,4821459            4814259
3/20/24,16:26:32,004,5,test_nc1,1,blank_1st,0,0,1500,0
3/20/24,16:26:32,004,5,test_nc1,2,numb_comp1,38,0,2482,84470088            84470088
3/20/24,16:26:32,004,5,test_nc1,3,blank6,0,0,1141,0
3/20/24,16:26:32,004,5,test_nc1,4,numb_comp1,30,0,1580,822813            821713
3/20/24,16:26:32,004,5,test_nc1,5,blank1,0,0,553,0
3/20/24,16:26:32,004,5,test_nc1,6,numb_comp1,38,0,1804,167390            167390
3/20/24,16:26:32,004,5,test_nc1,7,blank1,0,0,553,0
3/20/24,16:26:32,004,5,test_nc1,8,numb_comp1,38,0,3891,3373597617            3373597617
3/20/24,16:26:32,004,5,test_nc1,9,blank8,0,0,1376,0
3/20/24,16:26:32,004,5,test_nc1,10,numb_comp1,38,0,984,869            869
3/20/24,16:26:32,004,5,test_nc1,11,blank5,0,0,1024,0
3/20/24,16:26:32,004,5,test_nc1,12,numb_comp1,38,0,3628,946154158            946154158
3/20/24,16:26:32,004,5,test_nc1,13,blank5,0,0,1024,0
3/20/24,16:26:32,004,5,test_nc1,14,numb_comp1,30,0,2771,744597632877            744598742877
3/20/24,16:26:32,004,5,test_nc1,15,blank9,0,0,1494,0
3/20/24,16:26:32,004,5,test_nc1,16,numb_comp1,30,0,3121,7433615            7432515
3/20/24,16:26:32,004,5,test_nc1,17,blank10,0,0,1612,0
3/20/24,16:26:32,004,5,test_nc1,18,numb_comp1,30,0,1836,76672            76572
3/20/24,16:26:32,004,5,test_nc1,19,blank2,0,0,671,0
3/20/24,16:26:32,004,5,test_nc1,20,numb_comp1,38,0,5501,63038506            63038506
3/20/24,16:26:32,004,5,test_nc1,21,blank6,0,0,1141,0
3/20/24,16:26:32,004,5,test_nc1,22,numb_comp1,38,0,6503,338242381215            338242381215
3/20/24,16:26:32,004,5,test_nc1,23,blank2,0,0,671,0
3/20/24,16:26:32,004,5,test_nc1,24,numb_comp1,30,0,1987,17093622            17092522
3/20/24,16:26:32,004,5,test_nc1,25,blank1,0,0,553,0
3/20/24,16:26:32,004,5,test_nc1,26,numb_comp1,30,0,4218,89994            89984
3/20/24,16:26:32,004,5,test_nc1,27,blank3,0,0,788,0
3/20/24,16:26:32,004,5,test_nc1,28,numb_comp1,30,0,5074,8946221            8946111
3/20/24,16:26:32,004,5,test_nc1,29,blank9,0,0,1494,0
3/20/24,16:26:32,004,5,test_nc1,30,numb_comp1,30,0,4599,411205238            412315238
3/20/24,16:26:32,004,5,test_nc1,31,blank6,0,0,1141,0
3/20/24,16:26:32,004,5,test_nc1,32,numb_comp1,30,0,896,160            161
3/20/24,16:26:32,004,5,test_nc1,33,blank4,0,0,906,0
3/20/24,16:26:32,004,5,test_nc1,34,numb_comp1,38,0,4862,96680137317            96680137317
3/20/24,16:26:32,004,5,test_nc1,35,blank5,0,0,1024,0
3/20/24,16:26:32,004,5,test_nc1,36,numb_comp1,38,0,5265,100453190            100453190
3/20/24,16:26:32,004,5,test_nc1,37,blank8,0,0,1376,0
3/20/24,16:26:32,004,5,test_nc1,38,numb_comp1,30,0,2403,3633616033            3633627133
3/20/24,16:26:32,004,5,test_nc1,39,blank8,0,0,1376,0
3/20/24,16:26:32,004,5,test_nc1,40,numb_comp1,38,0,6222,674722052809            674722052809
3/20/24,16:26:32,004,5,test_nc1,41,blank2,0,0,671,0
3/20/24,16:26:32,004,5,test_nc1,42,numb_comp1,30,0,2478,4803720325            4802610325
3/20/24,16:26:32,004,5,test_nc1,43,blank1,0,0,553,0
3/20/24,16:26:32,004,5,test_nc1,44,numb_comp1,30,0,4369,98514271399            98403271399
3/20/24,16:26:32,004,5,test_nc1,45,blank7,0,0,1259,0
3/20/24,16:26:32,004,5,test_nc1,46,numb_comp1,38,0,1934,4194957            4194957
3/20/24,16:26:32,004,5,test_nc1,47,blank6,0,0,1141,0
3/20/24,16:26:32,004,5,test_nc1,48,numb_comp1,38,0,1110,79948            79948
3/20/24,16:26:32,004,5,test_nc1,49,blank7,0,0,1259,0
3/20/24,16:26:32,004,5,test_nc1,50,numb_comp1,30,0,941,754            755
3/20/24,16:26:32,004,5,test_nc1,51,blank7,0,0,1259,0
3/20/24,16:26:32,004,5,test_nc1,52,numb_comp1,30,0,5051,6841            6851
3/20/24,16:26:32,004,5,test_nc1,53,blank9,0,0,1494,0
3/20/24,16:26:32,004,5,test_nc1,54,numb_comp1,30,0,12033,951448201163            951448201173
3/20/24,16:26:32,004,5,test_nc1,55,blank8,0,0,1376,0
3/20/24,16:26:32,004,5,test_nc1,56,numb_comp1,38,0,1064,8662            8662
3/20/24,16:26:32,004,5,test_nc1,57,blank4,0,0,906,0
3/20/24,16:26:32,004,5,test_nc1,58,numb_comp1,38,0,943,851            851
3/20/24,16:26:32,004,5,test_nc1,59,blank5,0,0,1024,0
3/20/24,16:26:32,004,5,test_nc1,60,numb_comp1,30,0,3975,63032049608            63020949608
3/20/24,16:26:32,004,5,test_nc1,61,blank3,0,0,788,0
3/20/24,16:26:32,004,5,test_nc1,62,numb_comp1,38,0,2464,7379311            7379311
3/20/24,16:26:32,004,5,test_nc1,63,blank2,0,0,671,0
3/20/24,16:26:32,004,5,test_nc1,64,numb_comp1,30,0,2567,996663            996553
3/20/24,16:26:32,004,5,test_nc1,65,blank4,0,0,906,0
3/20/24,16:26:32,004,5,test_nc1,66,numb_comp1,30,0,2054,21153530            21153420
3/20/24,16:26:32,004,5,test_nc1,67,blank9,0,0,1494,0
3/20/24,16:26:32,004,5,test_nc1,68,numb_comp1,38,0,755,9013            9013
3/20/24,16:26:32,004,5,test_nc1,69,blank3,0,0,788,0
3/20/24,16:26:32,004,5,test_nc1,70,numb_comp1,38,0,6644,92389075844            92389075844
3/20/24,16:26:32,004,5,test_nc1,71,blank10,0,0,1612,0
3/20/24,16:26:32,004,5,test_nc1,72,numb_comp1,30,0,955,6318            6418
3/20/24,16:26:32,004,5,test_nc1,73,blank10,0,0,1612,0
3/20/24,16:26:32,004,5,test_nc1,74,numb_comp1,38,0,1217,62056            62056
3/20/24,16:26:32,004,5,test_nc1,75,blank4,0,0,906,0
3/20/24,16:26:32,004,5,test_nc1,76,numb_comp1,30,0,3657,168659794            168660904
3/20/24,16:26:32,004,5,test_nc1,77,blank7,0,0,1259,0
3/20/24,16:26:32,004,5,test_nc1,78,numb_comp1,38,0,1676,658697            658697
3/20/24,16:26:32,004,5,test_nc1,79,blank10,0,0,1612,0
3/20/24,16:26:32,004,5,test_nc1,80,numb_comp1,38,0,9804,2243565304            2243565304
3/20/24,16:26:32,004,6,test_nc2,1,blank_1st,0,0,1500,0
3/20/24,16:26:32,004,6,test_nc2,2,numb_comp2,30,0,2077,610459            611559
3/20/24,16:26:32,004,6,test_nc2,3,blank3,0,0,788,0
3/20/24,16:26:32,004,6,test_nc2,4,numb_comp2,38,0,1310,75538            75538
3/20/24,16:26:32,004,6,test_nc2,5,blank4,0,0,906,0
3/20/24,16:26:32,004,6,test_nc2,6,numb_comp2,38,0,788,2089            2089
3/20/24,16:26:32,004,6,test_nc2,7,blank1,0,0,553,0
3/20/24,16:26:32,004,6,test_nc2,8,numb_comp2,38,0,2701,155121            155121
3/20/24,16:26:32,004,6,test_nc2,9,blank2,0,0,671,0
3/20/24,16:26:32,004,6,test_nc2,10,numb_comp2,38,0,2602,1981094            1981094
3/20/24,16:26:32,004,6,test_nc2,11,blank4,0,0,906,0
3/20/24,16:26:32,004,6,test_nc2,12,numb_comp2,30,0,2512,69960347            69960457
3/20/24,16:26:32,004,6,test_nc2,13,blank3,0,0,788,0
3/20/24,16:26:32,004,6,test_nc2,14,numb_comp2,30,0,4759,29792117073            29792105973
3/20/24,16:26:32,004,6,test_nc2,15,blank2,0,0,671,0
3/20/24,16:26:32,004,6,test_nc2,16,numb_comp2,38,0,1204,278233            278233
3/20/24,16:26:32,004,6,test_nc2,17,blank8,0,0,1376,0
3/20/24,16:26:32,004,6,test_nc2,18,numb_comp2,30,0,2033,24068            24168
3/20/24,16:26:32,004,6,test_nc2,19,blank10,0,0,1612,0
3/20/24,16:26:32,004,6,test_nc2,20,numb_comp2,38,0,7602,4215469941            4215469941
3/20/24,16:26:32,004,6,test_nc2,21,blank6,0,0,1141,0
3/20/24,16:26:32,004,6,test_nc2,22,numb_comp2,38,0,11092,897529167144            897529167144
3/20/24,16:26:32,004,6,test_nc2,23,blank8,0,0,1376,0
3/20/24,16:26:32,004,6,test_nc2,24,numb_comp2,38,0,2130,391317180            391317180
3/20/24,16:26:32,004,6,test_nc2,25,blank8,0,0,1376,0
3/20/24,16:26:32,004,6,test_nc2,26,numb_comp2,30,0,969,696            695
3/20/24,16:26:32,004,6,test_nc2,27,blank1,0,0,553,0
3/20/24,16:26:32,004,6,test_nc2,28,numb_comp2,30,0,2706,9450584455            9461684455
3/20/24,16:26:32,004,6,test_nc2,29,blank10,0,0,1612,0
3/20/24,16:26:32,004,6,test_nc2,30,numb_comp2,30,0,13270,619165564            619164454
3/20/24,16:26:32,004,6,test_nc2,31,blank8,0,0,1376,0
3/20/24,16:26:32,004,6,test_nc2,32,numb_comp2,38,0,6385,762115347            762115347
3/20/24,16:26:32,004,6,test_nc2,33,blank9,0,0,1494,0
3/20/24,16:26:32,004,6,test_nc2,34,numb_comp2,30,0,4207,8197739            8197849
3/20/24,16:26:32,004,6,test_nc2,35,blank6,0,0,1141,0
3/20/24,16:26:32,004,6,test_nc2,36,numb_comp2,38,0,2088,92739            92739
3/20/24,16:26:32,004,6,test_nc2,37,blank6,0,0,1141,0
3/20/24,16:26:32,004,6,test_nc2,38,numb_comp2,30,0,1858,55824            55834
3/20/24,16:26:32,004,6,test_nc2,39,blank3,0,0,788,0
3/20/24,16:26:32,004,6,test_nc2,40,numb_comp2,38,0,4989,6168121946            6168121946
3/20/24,16:26:32,004,6,test_nc2,41,blank9,0,0,1494,0
3/20/24,16:26:32,004,6,test_nc2,42,numb_comp2,30,0,887,1048            1038
3/20/24,16:26:32,004,6,test_nc2,43,blank7,0,0,1259,0
3/20/24,16:26:32,004,6,test_nc2,44,numb_comp2,38,0,8358,16761296358            16761296358
3/20/24,16:26:32,004,6,test_nc2,45,blank4,0,0,906,0
3/20/24,16:26:32,004,6,test_nc2,46,numb_comp2,30,0,4978,628605363062            628605473062
3/20/24,16:26:32,004,6,test_nc2,47,blank1,0,0,553,0
3/20/24,16:26:32,004,6,test_nc2,48,numb_comp2,30,0,3444,657973458            657962358
3/20/24,16:26:32,004,6,test_nc2,49,blank6,0,0,1141,0
3/20/24,16:26:32,004,6,test_nc2,50,numb_comp2,38,0,4468,74246568316            74246568316
3/20/24,16:26:32,004,6,test_nc2,51,blank9,0,0,1494,0
3/20/24,16:26:32,004,6,test_nc2,52,numb_comp2,38,0,732,482            482
3/20/24,16:26:32,004,6,test_nc2,53,blank3,0,0,788,0
3/20/24,16:26:32,004,6,test_nc2,54,numb_comp2,30,0,3934,904679492412            904679492402
3/20/24,16:26:32,004,6,test_nc2,55,blank9,0,0,1494,0
3/20/24,16:26:32,004,6,test_nc2,56,numb_comp2,38,0,1892,18676209            18676209
3/20/24,16:26:32,004,6,test_nc2,57,blank5,0,0,1024,0
3/20/24,16:26:32,004,6,test_nc2,58,numb_comp2,30,0,1851,87791454            87792554
3/20/24,16:26:32,004,6,test_nc2,59,blank10,0,0,1612,0
3/20/24,16:26:32,004,6,test_nc2,60,numb_comp2,38,0,588,146            146
3/20/24,16:26:32,004,6,test_nc2,61,blank5,0,0,1024,0
3/20/24,16:26:32,004,6,test_nc2,62,numb_comp2,30,0,2466,444008            444118
3/20/24,16:26:32,004,6,test_nc2,63,blank2,0,0,671,0
3/20/24,16:26:32,004,6,test_nc2,64,numb_comp2,38,0,3255,22308208            22308208
3/20/24,16:26:32,004,6,test_nc2,65,blank4,0,0,906,0
3/20/24,16:26:32,004,6,test_nc2,66,numb_comp2,38,0,2290,4334416            4334416
3/20/24,16:26:32,004,6,test_nc2,67,blank5,0,0,1024,0
3/20/24,16:26:32,004,6,test_nc2,68,numb_comp2,30,0,1449,7648791            7649891
3/20/24,16:26:32,004,6,test_nc2,69,blank7,0,0,1259,0
3/20/24,16:26:32,004,6,test_nc2,70,numb_comp2,30,0,1129,802            801
3/20/24,16:26:32,004,6,test_nc2,71,blank10,0,0,1612,0
3/20/24,16:26:32,004,6,test_nc2,72,numb_comp2,30,0,1000,3980            3880
3/20/24,16:26:32,004,6,test_nc2,73,blank2,0,0,671,0
3/20/24,16:26:32,004,6,test_nc2,74,numb_comp2,30,0,1916,6875766673            6876876673
3/20/24,16:26:32,004,6,test_nc2,75,blank1,0,0,553,0
3/20/24,16:26:32,004,6,test_nc2,76,numb_comp2,38,0,1006,7321            7321
3/20/24,16:26:32,004,6,test_nc2,77,blank5,0,0,1024,0
3/20/24,16:26:32,004,6,test_nc2,78,numb_comp2,30,0,1362,58891903224            59002903224
3/20/24,16:26:32,004,6,test_nc2,79,blank7,0,0,1259,0
3/20/24,16:26:32,004,6,test_nc2,80,numb_comp2,38,0,6350,656607640290            656607640290
3/20/24,16:26:32,004,7,SMf1_Abr,1,SMf_Abr12,SMf_Pos8,0,6733,
3/20/24,16:26:32,004,7,SMf1_Abr,2,SMf_Abr2,SMf_Pos3,0,1921,
3/20/24,16:26:32,004,7,SMf1_Abr,3,SMf_Abr4,c11,1,3201,b
3/20/24,16:26:32,004,7,SMf1_Abr,4,SMf_Abr3,y21,0,3843,b
3/20/24,16:26:32,004,7,SMf1_Abr,5,SMf_Abr8,SMf_Pos1,0,986,
3/20/24,16:26:32,004,7,SMf1_Abr,6,SMf_Abr6,t18,0,2833,b
3/20/24,16:26:32,004,7,SMf1_Abr,7,SMf_Abr1,k14,0,2379,b
3/20/24,16:26:32,004,7,SMf1_Abr,8,SMf_Abr10,SMf_Pos5,0,2127,
3/20/24,16:26:32,004,7,SMf1_Abr,9,SMf_Abr11,SMf_Pos6,0,1142,
3/20/24,16:26:32,004,7,SMf1_Abr,10,SMf_Abr9,h13,0,1846,b
3/20/24,16:26:32,004,7,SMf1_Abr,11,SMf_Abr7,x20,1,1137,b
3/20/24,16:26:32,004,7,SMf1_Abr,12,SMf_Abr5,SMf_Pos8,1,1138,
3/21/24,12:58:52,014,1,SMf1Practice,1,achtung,0,0,1700,Attention!
3/21/24,12:58:52,014,1,SMf1Practice,2,SMf1_P_T1,0,0,2800,a
3/21/24,12:58:52,014,1,SMf1Practice,3,SMf1_P_T2,0,0,2800,i
3/21/24,12:58:52,014,1,SMf1Practice,4,SMf1_P_T3,0,0,2800,u
3/21/24,12:58:52,014,2,SMf1Practice_Abr,1,SMf1_P_Abr1,SMf_Pos9,1,1388,
3/21/24,12:58:52,014,2,SMf1Practice_Abr,2,SMf1_P_Abr2,i12,1,1981,u
3/21/24,12:58:52,014,2,SMf1Practice_Abr,3,SMf1_P_Abr3,SMf_Pos12,1,1709,
